book_id,title,price,adjusted_price,price_change_pct,similarity_score,availability,demand_level,stock_level,profit_or_loss
778,Tell Me Three Things,41.81,43.9,0.05,0.02,5,Medium,Low Stock,Profit
779,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,28.36,0.2,0.1134,5,High,Low Stock,Profit
780,Kill the Boy Band,15.52,16.3,0.05,0.0337,5,Medium,Low Stock,Profit
781,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,50.54,0.05,0.0347,5,Medium,Low Stock,Profit
782,An Abundance of Katherines,10.0,9.5,-0.05,0.0,5,Low,Low Stock,Loss
783,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,25.38,0.05,0.0322,4,Medium,Low Stock,Profit
784,Walk the Edge (Thunder Road #2),32.36,33.98,0.05,0.0237,3,Medium,Low Stock,Profit
785,Two Boys Kissing,32.74,34.38,0.05,0.0266,3,Medium,Low Stock,Profit
786,The New Guy (and Other Senior Year Distractions),44.92,47.17,0.05,0.0215,3,Medium,Low Stock,Profit
787,"The Land of 10,000 Madonnas",29.64,28.16,-0.05,0.0085,3,Low,Low Stock,Loss
788,Scarlet (The Lunar Chronicles #2),14.57,15.3,0.05,0.0268,3,Medium,Low Stock,Profit
789,Legend (Legend #1),43.69,45.87,0.05,0.0323,3,Medium,Low Stock,Profit
790,Lady Renegades (Rebel Belle #3),53.04,55.69,0.05,0.021,3,Medium,Low Stock,Profit
791,Golden (Heart of Dread #3),42.21,44.32,0.05,0.0207,3,Medium,Low Stock,Profit
792,Cinder (The Lunar Chronicles #1),26.09,27.39,0.05,0.0435,3,Medium,Low Stock,Profit
793,Boy Meets Boy,21.12,20.06,-0.05,0.0172,3,Low,Low Stock,Loss
794,Annie on My Mind,36.83,38.67,0.05,0.0294,3,Medium,Low Stock,Profit
795,New Moon (Twilight #2),12.86,15.43,0.2,0.0528,2,High,Low Stock,Profit
796,Girl Online On Tour (Girl Online #2),53.47,50.8,-0.05,0.0173,2,Low,Low Stock,Loss
797,The Haters,27.89,29.28,0.05,0.0412,1,Medium,Low Stock,Profit
798,The Art of Not Breathing,40.83,42.87,0.05,0.0224,1,Medium,Low Stock,Profit
799,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,42.96,0.0,0.0336,16,Medium,Medium Stock,Neutral
800,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,54.49,-0.05,0.0194,16,Low,Medium Stock,Loss
801,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,44.74,0.0,0.0287,14,Medium,Medium Stock,Neutral
802,Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,41.3,0.1,0.0562,12,High,Medium Stock,Profit
803,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,67.09,0.2,0.1086,9,High,Low Stock,Profit
804,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,34.09,0.2,0.0918,8,High,Low Stock,Profit
805,The Origin of Species,10.01,10.51,0.05,0.0277,7,Medium,Low Stock,Profit
806,The Grand Design,13.76,16.51,0.2,0.077,5,High,Low Stock,Profit
807,Peak: Secrets from the New Science of Expertise,16.28,19.54,0.2,0.0523,5,High,Low Stock,Profit
808,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,15.64,0.2,0.0619,3,High,Low Stock,Profit
809,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,60.22,0.05,0.0353,3,Medium,Low Stock,Profit
810,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,31.0,0.2,0.1002,3,High,Low Stock,Profit
811,Seven Brief Lessons on Physics,30.6,36.72,0.2,0.1327,3,High,Low Stock,Profit
812,The Selfish Gene,29.45,30.92,0.05,0.0269,1,Medium,Low Stock,Profit
813,A Light in the Attic,51.77,51.77,0.0,0.0336,22,Medium,Medium Stock,Neutral
814,The Black Maria,52.15,57.36,0.1,0.0671,19,High,Medium Stock,Profit
815,Shakespeare's Sonnets,20.66,22.73,0.1,0.0619,19,High,Medium Stock,Profit
816,Olio,23.88,22.69,-0.05,0.0133,19,Low,Medium Stock,Loss
817,You can't bury them all: Poems,33.63,33.63,0.0,0.0397,17,Medium,Medium Stock,Neutral
818,Slow States of Collapse: Poems,57.31,57.31,0.0,0.0404,17,Medium,Medium Stock,Neutral
819,Untitled Collection: Sabbath Poems 2014,14.27,14.27,0.0,0.0376,16,Medium,Medium Stock,Neutral
820,Poems That Make Grown Women Cry,14.19,14.19,0.0,0.0349,15,Medium,Medium Stock,Neutral
821,Night Sky with Exit Wounds,41.05,39.0,-0.05,0.0059,15,Low,Medium Stock,Loss
822,salt.,46.78,44.44,-0.05,0.0,14,Low,Medium Stock,Loss
823,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,55.98,0.1,0.08,14,High,Medium Stock,Profit
824,Out of Print: City Lights Spotlight No. 14,53.64,56.32,0.05,0.0212,8,Medium,Low Stock,Profit
825,Les Fleurs du Mal,29.04,34.85,0.2,0.1007,8,High,Low Stock,Profit
826,Howl and Other Poems,40.45,42.47,0.05,0.0286,8,Medium,Low Stock,Profit
827,Leave This Song Behind: Teen Poetry at Its Best,51.17,53.73,0.05,0.0443,7,Medium,Low Stock,Profit
828,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,14.65,-0.05,0.0163,6,Low,Low Stock,Loss
829,The Crossover,38.77,46.52,0.2,0.0599,5,High,Low Stock,Profit
830,Booked,17.49,18.36,0.05,0.0247,5,Medium,Low Stock,Profit
831,Twenty Love Poems and a Song of Despair,30.95,32.5,0.05,0.0236,1,Medium,Low Stock,Profit
832,"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,18.48,0.2,0.1555,1,High,Low Stock,Profit
833,Wall and Piece,44.18,48.6,0.1,0.058,18,High,Medium Stock,Profit
834,Feathers: Displays of Brilliant Plumage,49.05,49.05,0.0,0.0242,14,Medium,Medium Stock,Neutral
835,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,46.2,-0.05,0.0151,9,Low,Low Stock,Loss
836,The New Drawing on the Right Side of the Brain,43.02,51.62,0.2,0.0645,8,High,Low Stock,Profit
837,History of Beauty,10.29,10.8,0.05,0.0248,8,Medium,Low Stock,Profit
838,The Story of Art,41.14,49.37,0.2,0.0561,7,High,Low Stock,Profit
839,The Art Book,32.34,33.96,0.05,0.027,7,Medium,Low Stock,Profit
840,Ways of Seeing,39.51,47.41,0.2,0.0595,1,High,Low Stock,Profit
841,The Lucifer Effect: Understanding How Good People Turn Evil,10.4,10.4,0.0,0.0268,14,Medium,Medium Stock,Neutral
842,The Golden Condom: And Other Essays on Love Lost and Found,39.43,39.43,0.0,0.0448,12,Medium,Medium Stock,Neutral
843,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,56.27,0.0,0.0482,11,Medium,Medium Stock,Neutral
844,An Unquiet Mind: A Memoir of Moods and Madness,21.3,22.36,0.05,0.0224,6,Medium,Low Stock,Profit
845,"Thinking, Fast and Slow",21.14,22.2,0.05,0.0216,3,Medium,Low Stock,Profit
846,Civilization and Its Discontents,59.95,62.95,0.05,0.0249,3,Medium,Low Stock,Profit
847,8 Keys to Mental Health Through Exercise,31.04,32.59,0.05,0.037,3,Medium,Low Stock,Profit
848,The Argonauts,10.93,10.38,-0.05,0.0154,15,Low,Medium Stock,Loss
849,M Train,27.18,29.9,0.1,0.0757,11,High,Medium Stock,Profit
850,Lab Girl,40.85,40.85,0.0,0.0425,11,Medium,Medium Stock,Neutral
851,Approval Junkie: Adventures in Caring Too Much,58.81,61.75,0.05,0.0269,5,Medium,Low Stock,Profit
852,Running with Scissors,12.91,12.26,-0.05,0.0059,3,Low,Low Stock,Loss
853,Me Talk Pretty One Day,57.6,60.48,0.05,0.0248,3,Medium,Low Stock,Profit
854,Lust & Wonder,11.87,11.28,-0.05,0.0067,3,Low,Low Stock,Loss
855,Life Without a Recipe,59.04,61.99,0.05,0.0268,3,Medium,Low Stock,Profit
856,A Heartbreaking Work of Staggering Genius,54.29,57.0,0.05,0.0274,3,Medium,Low Stock,Profit
857,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,35.48,-0.05,0.0181,3,Low,Low Stock,Loss
858,Fifty Shades Freed (Fifty Shades #3),15.36,16.13,0.05,0.0414,3,Medium,Low Stock,Profit
859,The Long Haul (Diary of a Wimpy Kid #9),44.07,41.87,-0.05,0.0,14,Low,Medium Stock,Loss
860,Old School (Diary of a Wimpy Kid #10),11.83,11.83,0.0,0.0242,14,Medium,Medium Stock,Neutral
861,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,28.58,0.1,0.0591,14,High,Medium Stock,Profit
862,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,14.75,0.0,0.0281,14,Medium,Medium Stock,Neutral
863,Dress Your Family in Corduroy and Denim,43.68,41.5,-0.05,0.0066,9,Low,Low Stock,Loss
864,Toddlers Are A**holes: It's Not Your Fault,25.55,24.27,-0.05,0.0179,7,Low,Low Stock,Loss
865,When You Are Engulfed in Flames,30.89,32.43,0.05,0.0298,3,Medium,Low Stock,Profit
866,Naked,31.69,30.11,-0.05,0.0084,3,Low,Low Stock,Loss
867,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,52.72,-0.05,0.0154,3,Low,Low Stock,Loss
868,Holidays on Ice,51.07,61.28,0.2,0.0634,3,High,Low Stock,Profit
869,Security,39.25,39.25,0.0,0.034,16,Medium,Medium Stock,Neutral
870,Follow You Home,21.36,23.5,0.1,0.0511,15,High,Medium Stock,Profit
871,The Loney,23.4,22.23,-0.05,0.0077,14,Low,Medium Stock,Loss
872,Pet Sematary,10.56,10.03,-0.05,0.0,14,Low,Medium Stock,Loss
873,Doctor Sleep (The Shining #2),40.12,38.11,-0.05,0.0198,14,Low,Medium Stock,Loss
874,Psycho: Sanitarium (Psycho #1.5),36.97,36.97,0.0,0.025,12,Medium,Medium Stock,Neutral
875,Can You Keep a Secret? (Fear Street Relaunch #4),48.64,46.21,-0.05,0.0113,12,Low,Medium Stock,Loss
876,Red Dragon (Hannibal Lecter #1),23.37,24.54,0.05,0.0326,5,Medium,Low Stock,Profit
877,Dracula the Un-Dead,35.63,37.41,0.05,0.021,5,Medium,Low Stock,Profit
878,Night Shift (Night Shift #1-20),12.75,13.39,0.05,0.0217,4,Medium,Low Stock,Profit
879,Needful Things,47.51,45.13,-0.05,0.0112,4,Low,Low Stock,Loss
880,Misery,34.79,36.53,0.05,0.0275,4,Medium,Low Stock,Profit
881,It,25.01,26.26,0.05,0.0329,4,Medium,Low Stock,Profit
882,'Salem's Lot,49.56,47.08,-0.05,0.0,4,Low,Low Stock,Loss
883,The Stand,57.86,69.43,0.2,0.0718,3,High,Low Stock,Profit
884,The Girl with All the Gifts,49.47,51.94,0.05,0.0272,3,Medium,Low Stock,Profit
885,House of Leaves,54.89,57.63,0.05,0.0243,3,Medium,Low Stock,Profit
886,Sapiens: A Brief History of Humankind,54.23,59.65,0.1,0.0882,20,High,Medium Stock,Profit
887,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,28.07,0.1,0.1649,16,High,Medium Stock,Profit
888,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,19.73,0.0,0.0369,16,Medium,Medium Stock,Neutral
889,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,36.28,0.0,0.041,16,Medium,Medium Stock,Neutral
890,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,65.6,0.1,0.0955,15,High,Medium Stock,Profit
891,Zealot: The Life and Times of Jesus of Nazareth,24.7,23.46,-0.05,0.0151,14,Low,Medium Stock,Loss
892,A Distant Mirror: The Calamitous 14th Century,14.58,13.85,-0.05,0.0115,14,Low,Medium Stock,Loss
893,1491: New Revelations of the Americas Before Columbus,21.8,21.8,0.0,0.035,14,Medium,Medium Stock,Neutral
894,Brilliant Beacons: A History of the American Lighthouse,11.45,12.02,0.05,0.0253,8,Medium,Low Stock,Profit
895,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,42.26,-0.05,0.0114,8,Low,Low Stock,Loss
896,A Short History of Nearly Everything,52.4,49.78,-0.05,0.0186,7,Low,Low Stock,Loss
897,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,37.69,-0.05,0.0176,6,Low,Low Stock,Loss
898,Catherine the Great: Portrait of a Woman,58.55,61.48,0.05,0.0226,6,Medium,Low Stock,Profit
899,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,40.76,-0.05,0.0187,5,Low,Low Stock,Loss
900,The Hiding Place,55.91,67.09,0.2,0.0607,5,High,Low Stock,Profit
901,America's War for the Greater Middle East: A Military History,51.22,48.66,-0.05,0.0182,5,Low,Low Stock,Loss
902,The Guns of August,14.54,13.81,-0.05,0.0102,3,Low,Low Stock,Loss
903,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,41.52,-0.05,0.0194,3,Low,Low Stock,Loss
904,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,30.52,0.0,0.0381,19,Medium,Medium Stock,Neutral
905,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,56.41,0.0,0.0298,16,Medium,Medium Stock,Neutral
906,My Paris Kitchen: Recipes and Stories,33.37,31.7,-0.05,0.0172,16,Low,Medium Stock,Loss
907,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,13.32,-0.05,0.0,16,Low,Medium Stock,Loss
908,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,40.11,0.0,0.0353,16,Medium,Medium Stock,Neutral
909,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,35.47,-0.05,0.0147,15,Low,Medium Stock,Loss
910,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,41.36,0.1,0.0583,15,High,Medium Stock,Profit
911,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,41.25,0.0,0.0296,15,Medium,Medium Stock,Neutral
912,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,42.16,0.0,0.0435,15,Medium,Medium Stock,Neutral
913,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,27.33,-0.05,0.0183,14,Low,Medium Stock,Loss
914,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,18.57,-0.05,0.0146,14,Low,Medium Stock,Loss
915,Barefoot Contessa Back to Basics,28.01,26.61,-0.05,0.0187,14,Low,Medium Stock,Loss
916,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,48.09,-0.05,0.0087,14,Low,Medium Stock,Loss
917,My Kitchen Year: 136 Recipes That Saved My Life,11.53,11.53,0.0,0.0284,13,Medium,Medium Stock,Neutral
918,Everyday Italian: 125 Simple and Delicious Recipes,20.1,19.1,-0.05,0.0,12,Low,Medium Stock,Loss
919,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,38.77,0.0,0.0245,12,Medium,Medium Stock,Neutral
920,Cravings: Recipes for What You Want to Eat,20.5,19.48,-0.05,0.0183,11,Low,Medium Stock,Loss
921,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,11.72,-0.05,0.0087,9,Low,Low Stock,Loss
922,32 Yolks,53.63,56.31,0.05,0.0419,8,Medium,Low Stock,Profit
923,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,13.66,0.2,0.0682,7,High,Low Stock,Profit
924,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,43.71,-0.05,0.0128,7,Low,Low Stock,Loss
925,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,26.84,-0.05,0.0,7,Low,Low Stock,Loss
926,The Barefoot Contessa Cookbook,59.92,56.92,-0.05,0.0179,6,Low,Low Stock,Loss
927,Better Homes and Gardens New Cook Book,39.61,41.59,0.05,0.0311,6,Medium,Low Stock,Profit
928,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,11.6,0.05,0.0349,5,Medium,Low Stock,Profit
929,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,26.16,0.05,0.0303,5,Medium,Low Stock,Profit
930,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,14.34,0.05,0.0308,3,Medium,Low Stock,Profit
931,The Smitten Kitchen Cookbook,23.59,24.77,0.05,0.0327,3,Medium,Low Stock,Profit
932,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,36.04,0.05,0.0413,3,Medium,Low Stock,Profit
933,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,39.77,0.2,0.1496,3,High,Low Stock,Profit
934,Redeeming Love,20.47,19.45,-0.05,0.018,15,Low,Medium Stock,Loss
935,Close to You,49.46,49.46,0.0,0.0308,15,Medium,Medium Stock,Neutral
936,Shadows of the Past (Logan Point #1),39.67,37.69,-0.05,0.0167,8,Low,Low Stock,Loss
937,Like Never Before (Walker Family #2),28.77,27.33,-0.05,0.0195,7,Low,Low Stock,Loss
938,Counted With the Stars (Out from Egypt #1),17.97,17.07,-0.05,0.0152,7,Low,Low Stock,Loss
939,If I Run (If I Run #1),49.97,47.47,-0.05,0.0028,3,Low,Low Stock,Loss
940,The Dirty Little Secrets of Getting Your Dream Job,33.34,36.67,0.1,0.0749,19,High,Medium Stock,Profit
941,The Third Wave: An Entrepreneurâs Vision of the Future,12.61,13.87,0.1,0.0705,15,High,Medium Stock,Profit
942,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,27.55,0.0,0.0323,15,Medium,Medium Stock,Neutral
943,Shoe Dog: A Memoir by the Creator of NIKE,23.99,26.39,0.1,0.0659,15,High,Medium Stock,Profit
944,Made to Stick: Why Some Ideas Survive and Others Die,38.85,38.85,0.0,0.0396,14,Medium,Medium Stock,Neutral
945,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,47.45,0.1,0.0724,12,High,Medium Stock,Profit
946,The Art of Startup Fundraising,21.0,21.0,0.0,0.0303,11,Medium,Medium Stock,Neutral
947,Born for This: How to Find the Work You Were Meant to Do,21.59,23.75,0.1,0.061,11,High,Medium Stock,Profit
948,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,44.29,0.2,0.1686,8,High,Low Stock,Profit
949,"Rich Dad, Poor Dad",51.74,62.09,0.2,0.051,7,High,Low Stock,Profit
950,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,40.7,0.2,0.051,3,High,Low Stock,Profit
951,Rework,44.88,53.86,0.2,0.1039,3,High,Low Stock,Profit
952,Louisa: The Extraordinary Life of Mrs. Adams,16.85,16.85,0.0,0.0299,15,Medium,Medium Stock,Neutral
953,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,21.15,0.0,0.0463,11,Medium,Medium Stock,Neutral
954,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,41.53,0.05,0.0202,7,Medium,Low Stock,Profit
955,Benjamin Franklin: An American Life,48.19,50.6,0.05,0.0328,7,Medium,Low Stock,Profit
956,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,40.44,-0.05,0.005,3,Low,Low Stock,Loss
957,In Her Wake,12.84,14.12,0.1,0.0513,19,High,Medium Stock,Profit
958,The Elephant Tree,23.82,23.82,0.0,0.0238,18,Medium,Medium Stock,Neutral
959,Behind Closed Doors,52.22,52.22,0.0,0.0465,18,Medium,Medium Stock,Neutral
960,You (You #1),43.61,43.61,0.0,0.0277,14,Medium,Medium Stock,Neutral
961,The Guilty (Will Robie #4),13.82,13.13,-0.05,0.0046,14,Low,Medium Stock,Loss
962,The 14th Colony (Cotton Malone #11),39.24,37.28,-0.05,0.0179,14,Low,Medium Stock,Loss
963,Give It Back,18.32,19.24,0.05,0.0404,6,Medium,Low Stock,Profit
964,Killing Floor (Jack Reacher #1),31.49,29.92,-0.05,0.0,5,Low,Low Stock,Loss
965,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,62.7,0.05,0.0293,4,Medium,Low Stock,Profit
966,Far From True (Promise Falls Trilogy #2),34.93,36.68,0.05,0.0285,4,Medium,Low Stock,Profit
967,The Travelers,15.77,16.56,0.05,0.0497,3,Medium,Low Stock,Profit
968,When We Collided,31.77,34.95,0.1,0.0912,16,High,Medium Stock,Profit
969,Someone Like You (The Harrisons #2),52.79,50.15,-0.05,0.0184,14,Low,Medium Stock,Loss
970,We Are All Completely Beside Ourselves,24.04,22.84,-0.05,0.0,3,Low,Low Stock,Loss
971,The Four Agreements: A Practical Guide to Personal Freedom,17.66,17.66,0.0,0.0362,18,Medium,Medium Stock,Neutral
972,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,35.46,0.1,0.069,16,High,Medium Stock,Profit
973,Chasing Heaven: What Dying Taught Me About Living,37.8,37.8,0.0,0.027,15,Medium,Medium Stock,Neutral
974,If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,19.86,-0.05,0.0148,9,Low,Low Stock,Loss
975,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,44.01,-0.05,0.011,7,Low,Low Stock,Loss
976,A New Earth: Awakening to Your Life's Purpose,55.65,58.43,0.05,0.0267,4,Medium,Low Stock,Profit
977,Logan Kade (Fallen Crest High #5.5),13.12,12.46,-0.05,0.0,5,Low,Low Stock,Loss
978,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,46.35,0.0,0.0365,16,Medium,Medium Stock,Neutral
979,How to Be Miserable: 40 Strategies You Already Use,46.03,46.03,0.0,0.047,16,Medium,Medium Stock,Neutral
980,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,52.15,0.0,0.0378,14,Medium,Medium Stock,Neutral
981,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,14.5,0.2,0.0652,7,High,Low Stock,Profit
982,How to Stop Worrying and Start Living,46.49,48.81,0.05,0.0391,6,Medium,Low Stock,Profit
983,All the Light We Cannot See,29.87,29.87,0.0,0.0232,14,Medium,Medium Stock,Neutral
984,The Girl You Left Behind (The Girl You Left Behind #1),15.79,16.58,0.05,0.041,6,Medium,Low Stock,Profit
985,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,54.0,0.0,0.0271,16,Medium,Medium Stock,Neutral
986,Crazy Love: Overwhelmed by a Relentless God,47.72,47.72,0.0,0.0303,14,Medium,Medium Stock,Neutral
987,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,27.06,0.05,0.0201,7,Medium,Low Stock,Profit
988,Silence in the Dark (Logan Point #4),58.33,55.41,-0.05,0.0,8,Low,Low Stock,Loss
989,The Grownup,35.88,37.67,0.05,0.0487,8,Medium,Low Stock,Profit
990,Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,65.77,0.2,0.0645,9,High,Low Stock,Profit
991,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,53.96,0.1,0.0549,16,High,Medium Stock,Profit
992,"Eat Fat, Get Thin",54.07,51.37,-0.05,0.0,14,Low,Medium Stock,Loss
993,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,52.2,0.05,0.0354,10,Medium,Low Stock,Profit
994,The Art and Science of Low Carbohydrate Living,52.98,63.58,0.2,0.1222,9,High,Low Stock,Profit
995,Libertarianism for Beginners,51.33,56.46,0.1,0.0855,19,High,Medium Stock,Profit
996,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,52.65,0.0,0.0229,14,Medium,Medium Stock,Neutral
997,Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,56.86,0.0,0.0455,12,Medium,Medium Stock,Neutral
998,Amid the Chaos,36.58,36.58,0.0,0.0364,15,Medium,Medium Stock,Neutral
999,Dark Notes,19.19,19.19,0.0,0.0266,15,Medium,Medium Stock,Neutral
1000,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,12.07,0.1,0.0526,15,High,Medium Stock,Profit
